07640855,B
07662258,D
07662259,D
07640919,F
07641729,C
07641121,G
07641727,C
07641724,C
07641722,C
07641721,C
07640636,A
07640634,F
07640633,A
07640630,E
07644553,E
07640719,A
07644551,E
07644550,E
07644557,E
07644556,E
07640638,A
07640639,A
07640827,F
07642102,H
07641095,A
07641094,A
07640869,A
07640868,A
07641091,A
07640901,F
07641093,A
07641092,A
07640863,E
07641155,A
07641156,A
07641157,A
07640867,B
07640866,A
07640865,B
07640864,B
07642227,C
07642226,C
07641798,C
07642224,C
07642223,E
07640738,F
07640702,E
07641793,C
07641790,C
07640701,E
07641796,C
07641797,C
07640704,E
07640705,E
07641993,H
07641073,G
07641070,A
07641379,H
07661259,D
07641389,G
07641388,G
07644671,D
07641381,G
07641383,G
07641382,G
07641385,G
07641384,G
07641386,G
07641477,H
07641476,H
07641475,G
07641474,G
07640712,E
07641479,H
07641478,H
07654210,D
07641352,G
07641938,C
07641939,C
07641937,C
07658087,D
07654289,D
07658088,D
07641124,G
07641530,H
07645358,D
07645359,D
07642005,H
07641034,B
07642076,C
07642077,C
07642074,C
07640671,B
07640676,B
07642073,C
07642070,C
07661169,D
07640679,A
07642078,C
07642079,C
07644514,D
07644450,E
07640698,B
07640750,F
07662323,D
07640755,B
07662325,D
07640757,G
07640690,F
07640691,F
07640692,A
07645508,D
07640694,A
07640695,A
07640696,E
07640697,E
07641419,E
07641418,E
07640773,E
07641522,H
07653971,D
07658210,D
07640825,B
07640824,B
07640822,F
07640821,F
07640820,F
07640648,H
07640829,F
07644555,E
07641179,E
07651592,D
07640645,B
07641037,G
07641036,G
07641035,B
07640644,B
07641030,A
07641039,B
07641038,B
07648612,D
07648613,D
07648614,D
07640959,B
07640958,B
07640708,E
07640953,B
07640952,B
07640951,D
07640950,F
07640955,B
07640954,B
07641103,A
07641102,A
07641107,G
07641106,G
07641105,G
07641104,G
07640599,A
07640598,A
07641244,E
07641328,C
07644502,E
07641243,E
07664564,D
07641492,H
07641532,H
07650742,D
07641533,H
07641406,G
07641405,G
07641402,G
07641403,G
07641400,G
07641401,G
07647760,D
07641531,H
07640796,G
07641815,C
07641814,C
07641817,H
07641810,C
07641813,C
07641812,C
07641818,H
07658819,D
07658818,D
07665290,D
07640904,F
07657982,D
07640988,E
07640905,F
07640984,E
07640985,E
07640986,E
07640987,E
07640980,E
07648534,D
07640982,E
07640983,E
07641506,H
07640900,F
07659218,D
07641109,G
07641712,C
07641713,C
07640780,B
07640781,B
07640786,G
07640902,F
07641714,C
07640785,G
07640620,A
07640623,A
07640622,E
07640625,A
07640624,A
07640627,E
07640626,A
07640862,A
07665188,D
07640861,F
07640769,F
07640860,F
07640908,F
07640762,F
07640763,F
07640765,F
07640766,B
07640767,F
07641152,G
07640917,F
07640916,F
07640915,F
07640914,F
07640913,F
07640912,F
07640858,F
07650672,D
07640856,B
07640857,F
07640854,B
07642211,C
07640852,B
07640853,B
07640850,A
07640930,F
07640783,G
07640709,E
07641789,C
07641788,C
07640715,B
07640714,B
07640717,B
07640716,B
07641781,C
07640710,E
07640713,B
07641782,C
07640659,H
07641044,B
07641042,B
07641043,B
07641040,B
07641041,B
07640703,E
07644748,E
07644749,E
07640700,E
07641160,A
07641163,E
07640706,E
07658209,D
07665332,D
07642004,H
RE041115,D
07641929,C
07640600,A
07641286,E
07654290,D
07647759,D
07640895,A
07654071,D
07642069,C
07642100,H
07640603,E
07641825,D
07642065,C
07640665,B
07640664,B
07640667,B
07640666,B
07640661,B
07640660,H
07640663,B
07640662,B
07644523,E
07644526,D
07640668,B
07644524,E
07644525,D
07641734,C
07641987,H
07641736,C
07641849,C
07640724,F
07640725,F
07640689,F
07640688,F
07640720,A
07640721,A
07640722,F
07640723,F
07640682,E
07640681,A
07640680,A
07640728,F
07640686,D
07640685,E
07641887,C
07640818,F
07640812,G
07640813,G
07640810,G
07640811,G
07640816,G
07640817,G
07640814,G
07640815,G
07641748,C
07640602,A
07641743,C
07641742,C
07641745,H
07651588,D
07641747,C
07641746,C
07640610,A
07640611,A
07640612,B
07640613,A
07642090,C
07642091,C
07642092,C
07640617,B
07640618,A
07640619,B
07642099,H
07641705,H
07640605,A
07640794,G
07640604,E
07640607,A
07641706,C
07640791,G
07644542,E
07640790,G
07641486,H
07641487,H
07641484,H
07640608,A
07641482,H
07640793,G
07640968,H
07640969,F
07640966,B
07640964,E
07640792,G
07640962,B
07640963,B
07641488,H
07640961,B
07644552,E
07640655,H
07644547,E
07640656,H
07640651,H
07640782,G
07641507,H
07647877,D
07647876,D
07641820,H
07641008,B
07641009,B
07641417,E
07641416,E
07641002,E
07641003,E
07641000,E
07641001,E
07641006,B
07641007,B
07641004,E
07641005,B
07642106,H
07658820,D
07662262,D
07640971,F
07640910,F
07640999,E
07640998,E
07640997,B
07640995,A
07640994,A
07640993,E
07640992,E
07640991,E
07640990,E
07642292,C
07642293,C
07642294,C
07640977,E
07640795,G
07641704,C
07642053,C
07642054,C
07642055,C
07642056,C
07642057,C
07640654,H
07644554,E
07641879,C
07640657,H
07640799,G
07640798,G
07640652,H
07651673,D
07644570,D
07641504,H
07641502,H
07641503,H
07644472,E
07644473,E
07644474,D
07641115,G
07641129,E
07640779,B
07640778,B
07641501,H
07640879,D
07662474,D
07640772,E
07640771,D
07640770,D
07640777,B
07640776,B
07640775,B
07640774,B
07640928,B
07640929,A
07640922,F
07640923,F
07640920,F
07640921,F
07640926,F
07640927,F
07640924,F
07640925,F
07650659,D
07640840,F
07640842,A
07640845,A
07640844,A
07640847,A
07640846,A
07640849,A
07640848,A
07641178,E
07640976,E
07653955,D
07641770,C
07640979,E
07641773,C
07641774,C
07641775,C
07641776,C
07640658,H
07641123,G
07641122,G
07641057,A
07641059,A
07641058,A
07640726,F
07655113,D
07655112,D
07640727,F
07641126,G
07644610,E
07644611,E
07641500,H
07658158,D
07641514,H
07641515,H
07641516,H
07641517,H
07641510,H
07641511,H
07641512,H
07641513,H
07641518,H
07641519,H
07640841,F
07640687,G
07640729,F
07644548,E
07642209,C
07640684,E
07655164,D
07644720,E
07644721,E
07641950,C
07644549,E
07641420,E
07641350,G
07640892,A
07640893,A
07640890,A
07640891,A
07640896,F
07640906,F
07640894,A
07647663,D
07640898,F
07640899,F
07642014,H
07642015,H
07642011,H
07642012,H
07644539,E
07644538,E
07651532,D
07642225,C
07641481,H
07640737,F
07640736,F
07640735,F
07640734,F
07640733,F
07640732,F
07640731,F
07640730,F
07662734,D
07640739,F
07640981,E
07640809,G
07640808,G
07640805,G
07640804,G
07640807,G
07640806,G
07640801,G
07640800,G
07640803,G
07640802,G
07641888,C
07641738,C
07641882,C
07641735,C
07641880,C
07641881,C
07641730,C
07641731,C
07641732,C
07641733,C
07642087,C
07642086,C
07640601,A
07642084,C
07642083,C
07640606,A
07642081,C
07642080,C
07644540,E
07640609,A
07641167,A
07644544,E
07642088,C
07641499,H
07641498,H
07641491,H
07641490,H
07641493,H
07640903,F
07641495,H
07641494,H
07641497,H
07641496,H
07640878,D
07641083,A
07640973,B
07640972,F
07640975,E
07640974,E
07641084,A
07641085,A
07640870,A
07641120,G
07640872,F
07640873,A
07640874,A
07640875,A
07641127,E
07640877,A
07650913,D
07642233,C
07640614,A
07640615,A
07640629,E
07640616,A
07640628,E
07641060,A
07641061,A
07641062,A
07641063,A
07641711,C
07641994,H
07641996,H
07641998,H
07641999,H
07640787,G
07640784,G
07650765,D
07650766,D
07654422,D
07641397,G
07641395,G
07641018,B
07641390,G
07641391,H
07641015,B
07641014,B
07641017,B
07641016,B
07641011,B
07641010,B
07641013,B
07641012,B
07654209,D
07641162,E
07640886,B
07642108,H
07642109,H
07644543,E
07641520,H
07641396,G
07647794,D
07647795,D
07647793,D
07640672,G
07645361,D
07645360,D
07640673,G
07640670,G
07640909,F
07654118,D
07654119,D
07654116,D
07642072,C
07654114,D
07654115,D
07640677,G
07640674,G
07642044,C
07640647,G
07640646,B
07642049,C
07642048,C
07640643,F
07640642,B
07640641,H
07640640,A
07641398,G
07651540,D
07641399,G
07640678,F
07661168,D
07640748,F
07640749,F
07640746,B
07640747,F
07640744,F
07640745,F
07640742
